id,Year,Player,Year Position,Career Position,Age,Ht:ins,Ht:cm,Wt:lbs,Wt:kgs,DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Seasom,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
10930,2013,Kevin Martin,SG,G,29,7-Jun,206,199,106,147,72,8,178,31,106,1077,350,778,0.45,0.551,158,371,0.426,192,407,0.472,219,246,0.89,101,138,77,0,2136,OKC,1977,1-Feb-83,Saginaw,Michigan,University of Cincinnati,Western Carolina University,16
10931,2014,Kevin Martin,SG,G,30,7-Jun,206,199,106,169,66,6,203,34,121,1298,440,1023,0.43,0.486,115,297,0.387,325,726,0.448,303,340,0.891,106,123,68,68,2177,MIN,1977,1-Feb-83,Saginaw,Michigan,University of Cincinnati,Western Carolina University,16.3
10942,2013,Kevin Murphy,SG,G,22,5-Jun,196,185,83,4,1,0,4,0,2,15,7,28,0.25,0.268,1,5,0.2,6,23,0.261,0,0,,3,4,17,0,52,UTA,1990,6-Mar-90,Atlanta,Georgia,Tennessee Technological University,Tennessee Technological University,-4.5
10970,2010,Kevin Ollie,PG,G,37,4-Jun,193,195,88,22,9,0,25,3,20,44,18,45,0.4,0.4,0,1,0,18,44,0.409,8,8,1,6,16,25,0,263,OKC,1972,27-Dec-72,Dallas,Texas,University of Connecticut,University of Connecticut,7
11058,2010,Keyon Dooling,PG,G,29,3-Jun,190,196,88,46,34,0,54,8,135,364,129,324,0.398,0.489,59,157,0.376,70,167,0.419,47,61,0.77,59,82,53,8,971,NJN,1980,8-May-80,Ft. Lauderdale,Florida,University of Missouri,University of Missouri,11.6
11059,2011,Keyon Dooling,PG,G,30,3-Jun,190,196,88,105,54,4,117,12,243,571,206,519,0.397,0.475,81,234,0.346,125,285,0.439,78,94,0.83,91,119,80,22,1757,MIL,1980,8-May-80,Ft. Lauderdale,Florida,University of Missouri,University of Missouri,11.3
11060,2012,Keyon Dooling,SG,G,31,3-Jun,190,196,88,36,13,2,39,3,51,182,66,163,0.405,0.488,27,81,0.333,39,82,0.476,23,31,0.742,34,57,46,2,662,BOS,1980,8-May-80,Ft. Lauderdale,Florida,University of Missouri,University of Missouri,6.9
11061,2013,Keyon Dooling,PG,G,32,3-Jun,190,196,88,1,1,0,1,0,8,31,10,21,0.476,0.595,5,12,0.417,5,9,0.556,6,7,0.857,5,8,7,0,82,MEM,1980,8-May-80,Ft. Lauderdale,Florida,University of Missouri,University of Missouri,11.2
11073,2013,Khris Middleton,SG,F-G,21,8-Jun,203,234,106,46,15,4,50,4,28,165,62,141,0.44,0.489,14,45,0.311,48,96,0.5,27,32,0.844,11,53,27,0,475,DET,1991,12-Aug-91,Charleston,South Carolina,Texas A&M University,Texas A&M University,11.4
11074,2014,Khris Middleton,SF,F-G,22,8-Jun,203,234,106,250,83,20,310,60,169,990,376,854,0.44,0.511,120,290,0.414,256,564,0.454,118,137,0.861,123,243,82,64,2460,MIL,1991,12-Aug-91,Charleston,South Carolina,Texas A&M University,Texas A&M University,12.5
11094,2013,Kim English,SG,G,24,6-Jun,198,200,90,29,16,3,37,8,26,119,42,112,0.375,0.438,14,50,0.28,28,62,0.452,21,29,0.724,19,46,41,0,407,DET,1988,24-Sep-88,Baltimore,Maryland,University of Missouri,University of Missouri,7.9
11110,2010,Kirk Hinrich,SG,G,29,4-Jun,193,190,86,236,85,24,260,24,330,805,308,753,0.409,0.478,104,280,0.371,204,473,0.431,85,113,0.752,113,204,74,53,2481,CHI,1981,2-Jan-81,Sioux City,Iowa,University of Kansas,University of Kansas,11.6
11111,2011,Kirk Hinrich,SG-PG,G,30,4-Jun,193,190,86,161,75,17,182,21,288,737,278,623,0.446,0.506,75,188,0.399,203,435,0.467,106,126,0.841,121,185,72,51,2157,TOT,1981,2-Jan-81,Sioux City,Iowa,University of Kansas,University of Kansas,12.3
11112,2011,Kirk Hinrich,SG,G,30,4-Jun,193,190,86,115,56,10,129,14,210,531,198,438,0.452,0.501,43,112,0.384,155,326,0.475,92,105,0.876,84,119,48,29,1471,WAS,1981,2-Jan-81,Sioux City,Iowa,University of Kansas,University of Kansas,13.5
11113,2011,Kirk Hinrich,PG,G,30,4-Jun,193,190,86,46,19,7,53,7,78,206,80,185,0.432,0.519,32,76,0.421,48,109,0.44,14,21,0.667,37,66,24,22,686,ATL,1981,2-Jan-81,Sioux City,Iowa,University of Kansas,University of Kansas,9.8
11114,2012,Kirk Hinrich,SG,G,31,4-Jun,193,190,86,90,38,11,101,11,132,316,122,295,0.414,0.493,47,136,0.346,75,159,0.472,25,32,0.781,58,100,48,31,1237,ATL,1981,2-Jan-81,Sioux City,Iowa,University of Kansas,University of Kansas,9.2
11115,2013,Kirk Hinrich,PG,G,32,4-Jun,193,190,86,142,63,25,158,16,314,459,159,422,0.377,0.461,71,182,0.39,88,240,0.367,70,98,0.714,99,192,60,60,1764,CHI,1981,2-Jan-81,Sioux City,Iowa,University of Kansas,University of Kansas,10.8
11116,2014,Kirk Hinrich,PG,G,33,4-Jun,193,190,86,161,80,26,192,31,286,666,243,619,0.393,0.461,85,242,0.351,158,377,0.419,95,125,0.76,120,203,73,61,2116,CHI,1981,2-Jan-81,Sioux City,Iowa,University of Kansas,University of Kansas,10.8
11131,2012,Klay Thompson,SG,G-F,21,7-Jun,201,215,97,137,49,20,161,24,133,826,318,718,0.443,0.52,111,268,0.414,207,450,0.46,79,91,0.868,103,155,66,29,1608,GSW,1990,8-Feb-90,Los Angeles,California,Washington State University,Washington State University,14.9
